6319,0
29658,0
28346,0
8522,0
22134,0
9390,0
21237,0
8804,0
26169,0
6013,0
25856,0
16836,0
22511,0
19385,0
22121,0
23761,0
10528,0
28836,0
1779,0
12614,0
11390,0
12232,0
26579,0
12939,0
21973,0
21581,0
12237,0
22608,0
11362,0
4732,0
32,0
1241,0
11607,0
14655,0
15484,0
4238,0
29330,0
5775,0
13205,0
4559,0
13051,0
6685,0
16082,0
8830,0
6598,0
16579,0
24650,0
3556,0
28203,0
27133,0
21550,0
4219,0
24016,0
7578,0
15133,0
6038,0
7188,0
5513,0
28469,0
19430,0
13327,0
12417,0
2190,0
14056,0
24860,0
17215,0
4484,0
12581,0
29216,0
22341,0
7548,0
1677,0
25677,0
11039,0
28725,0
21345,0
10535,0
1179,0
24306,0
17084,0
23753,0
27023,0
22392,0
26373,0
25985,0
25186,0
17294,0
24222,0
25358,0
21976,0
21986,0
21827,0
2804,0
8393,0
4465,0
4806,0
19271,0
29472,0
29178,0
1993,0
23025,0
20301,0
22704,0
8780,0
15538,0
13595,0
184,0
17837,0
8620,0
5222,0
8644,0
3021,0
18743,0
25968,0
20320,0
3798,0
22225,0
15228,0
17394,0
14880,0
23665,0
6889,0
378,0
25100,0
20538,0
27092,0
14010,0
28897,0
28168,0
11122,0
23400,0
17433,0
18804,0
28778,0
9861,0
2272,0
7556,0
6298,0
9690,0
14100,0
8286,0
26095,0
7275,0
5247,0
17442,0
25110,0
22269,0
2221,0
25169,0
10323,0
29906,0
14456,0
2051,0
28464,0
17669,0
13033,0
21623,0
6862,0
22879,0
29012,0
28001,0
29871,0
4329,0
4201,0
23246,0
18642,0
3733,0
27869,0
17851,0
15587,0
7652,0
28296,0
9710,0
25729,0
13988,0
19355,0
9511,0
26458,0
21747,0
12664,0
15863,0
16329,0
17474,0
5461,0
7725,0
24588,0
7375,0
27596,0
20333,0
2228,0
20593,0
25648,0
21086,0
28804,0
14613,0
22291,0
59,0
8703,0
1690,0
4386,0
23168,0
18796,0
25521,0
10159,0
17192,0
18584,0
4359,0
23956,0
2622,0
8899,0
3110,0
9116,0
27574,0
3139,0
23837,0
18283,0
13846,0
17329,0
14206,0
26958,0
861,0
17162,0
14769,0
23659,0
5670,0
1308,0
18691,0
1433,0
10253,0
22407,0
6059,0
5856,0
854,0
20625,0
9944,0
23605,0
7572,0
23254,0
9393,0
21434,0
1780,0
2809,0
16797,0
16348,0
24623,0
22465,0
12161,0
16935,0
8548,0
996,0
25545,0
20598,0
15069,0
11542,0
2798,0
1151,0
14039,0
12557,0
13410,0
28069,0
15588,0
2932,0
18342,0
14675,0
16378,0
20712,0
26836,0
4291,0
12775,0
26281,0
17427,0
14814,0
11861,0
20065,0
14775,0
16696,0
23637,0
6159,0
9145,0
22607,0
26622,0
42,0
24018,0
2181,0
6789,0
282,0
26662,0
14476,0
23021,0
27745,0
17665,0
1568,0
11084,0
7615,0
24136,0
7947,0
7957,0
15908,0
26972,0
1043,0
12150,0
17757,0
21129,0
24205,0
17018,0
25163,0
14644,0
12025,0
19216,0
9591,0
21191,0
23231,0
29581,0
23676,0
22514,0
4030,0
16822,0
1023,0
6754,0
4011,0
25090,0
13661,0
12600,0
14520,0
6983,0
6079,0
11626,0
10578,0
4638,0
8373,0
6991,0
2785,0
7096,0
25000,0
27835,0
18665,0
8422,0
11553,0
27316,0
26311,0
26333,0
19816,0
9041,0
1295,0
14633,0
19030,0
10779,0
23560,0
9751,0
10376,0
7501,0
10709,0
13921,0
8328,0
14124,0
7027,0
7111,0
23636,0
24662,0
16989,0
26703,0
11241,0
2396,0
8894,0
579,0
889,0
20296,0
27517,0
4476,0
4355,0
8559,0
22639,0
6907,0
20039,0
28342,0
12902,0
6113,0
23113,0
16344,0
11518,0
2666,0
11925,0
17410,0
25417,0
5962,0
29630,0
19371,0
28039,0
9945,0
762,0
28911,0
13909,0
27248,0
7960,0
15838,0
21349,0
2040,0
3116,0
13002,0
29372,0
28088,0
2571,0
11297,0
3745,0
23879,0
20103,0
19070,0
5051,0
24045,0
14963,0
689,0
28408,0
19448,0
22629,0
27404,0
12462,0
26256,0
25075,0
16572,0
24260,0
8747,0
1000,0
17497,0
5899,0
16357,0
14416,0
25687,0
8433,0
26253,0
2023,0
